x>0 	 Erf(x) 	 erf(x/sqrt2) 		 math.py 	 sci.py 	 m.py-sci.py-
-0.06  0.47607781734589 -0.04784436530821 	 6.9e-18 	 1.4e-17 	 6.9e-18
-0.04  0.48404656314717 -0.03190687370566 	 -7.6e-17 	 -6.2e-17 	 1.4e-17
-0.02  0.49202168628310 -0.01595662743380 	 7.6e-17 	 7.6e-17 	 0.0e+00
 0.00  0.50000000000000  0.00000000000000 	 0.0e+00 	 0.0e+00 	 0.0e+00
 0.02  0.50797831371690  0.01595662743380 	 -7.6e-17 	 -7.6e-17 	 0.0e+00
 0.04  0.51595343685283  0.03190687370566 	 7.6e-17 	 6.2e-17 	 -1.4e-17
 0.06  0.52392218265411  0.04784436530821 	 -6.9e-18 	 -1.4e-17 	 -6.9e-18
 0.08  0.53188137201399  0.06376274402797 	 1.4e-16 	 1.4e-16 	 0.0e+00
 0.10  0.53982783727703  0.07965567455406 	 1.4e-17 	 1.4e-17 	 0.0e+00
 0.12  0.54775842602058  0.09551685204117 	 6.9e-17 	 1.1e-16 	 4.2e-17
 0.14  0.55567000480591  0.11134000961181 	 4.2e-17 	 5.6e-17 	 1.4e-17
 0.16  0.56355946289143  0.12711892578287 	 1.1e-16 	 1.1e-16 	 0.0e+00
 0.18  0.57142371590090  0.14284743180180 	 -8.3e-17 	 -8.3e-17 	 0.0e+00
 0.20  0.57925970943910  0.15851941887821 	 -8.3e-17 	 -8.3e-17 	 0.0e+00
 0.22  0.58706442264821  0.17412884529643 	 -8.3e-17 	 -5.6e-17 	 2.8e-17
 0.24  0.59483487169780  0.18966974339559 	 -5.6e-17 	 -5.6e-17 	 0.0e+00
 0.26  0.60256811320176  0.20513622640352 	 5.6e-17 	 5.6e-17 	 0.0e+00
 0.28  0.61026124755580  0.22052249511159 	 5.6e-17 	 8.3e-17 	 2.8e-17
 0.30  0.61791142218895  0.23582284437791 	 1.1e-16 	 1.4e-16 	 2.8e-17
 0.32  0.62551583472332  0.25103166944664 	 5.6e-17 	 1.1e-16 	 5.6e-17
 0.34  0.63307173603603  0.26614347207206 	 0.0e+00 	 0.0e+00 	 0.0e+00
 0.36  0.64057643321799  0.28115286643598 	 1.7e-16 	 1.1e-16 	 -5.6e-17
 0.38  0.64802729242416  0.29605458484833 	 5.6e-17 	 5.6e-17 	 0.0e+00
 0.40  0.65542174161032  0.31084348322065 	 5.6e-17 	 0.0e+00 	 -5.6e-17
 0.42  0.66275727315175  0.32551454630350 	 5.6e-17 	 0.0e+00 	 -5.6e-17
 0.44  0.67003144633941  0.34006289267881 	 5.6e-17 	 0.0e+00 	 -5.6e-17
 0.46  0.67724188974965  0.35448377949930 	 1.1e-16 	 1.7e-16 	 5.6e-17
 0.48  0.68438630348378  0.36877260696755 	 5.6e-17 	 0.0e+00 	 -5.6e-17
 0.50  0.69146246127401  0.38292492254803 	 1.1e-16 	 1.1e-16 	 0.0e+00
 0.52  0.69846821245303  0.39693642490607 	 0.0e+00 	 5.6e-17 	 5.6e-17
 0.54  0.70540148378430  0.41080296756860 	 1.1e-16 	 1.1e-16 	 0.0e+00
 0.56  0.71226028115097  0.42452056230195 	 0.0e+00 	 -5.6e-17 	 -5.6e-17
